Call Id,Date,Agent,Department,Answered (Y/N),Resolved,Speed of Answer,AvgTalkDuration,Satisfaction rating
ID2440,2015-02-12 10:00:28.800,Diane,Air Conditioner,Y,Y,61.0,00:04:25.155000,1.0
ID2441,2015-02-12 10:13:26.400,Becky,Television,Y,Y,35.0,00:02:30.808000,4.0
ID2442,2015-02-12 10:13:26.400,Joe,Washing Machine,Y,N,55.0,00:04:14.042000,1.0
ID2443,2015-02-12 10:16:19.200,Martha,Fridge,N,N,,,
ID2444,2015-02-12 10:16:19.200,Jim,Air Conditioner,N,N,,,
ID2445,2015-02-12 10:24:57.600,Becky,Fridge,Y,Y,107.0,00:03:50.481000,5.0
ID2446,2015-02-12 10:24:57.600,Becky,Television,Y,Y,21.0,00:06:59.784000,5.0
ID2447,2015-02-12 10:26:24.000,Joe,Washing Machine,Y,Y,79.0,00:03:31.115000,4.0
ID2448,2015-02-12 10:26:24.000,Diane,Toaster,Y,Y,67.0,00:02:16.532000,3.0
ID2449,2015-02-12 10:32:09.600,Becky,Air Conditioner,Y,Y,32.0,00:01:52.007000,3.0
ID2450,2015-02-12 10:32:09.600,Becky,Washing Machine,N,N,,,
ID2451,2015-02-12 10:46:33.600,Martha,Washing Machine,Y,Y,79.0,00:04:45.220000,4.0
ID2452,2015-02-12 10:46:33.600,Jim,Fridge,Y,Y,117.0,00:03:58.985000,3.0
ID2453,2015-02-12 10:53:45.600,Dan,Air Conditioner,Y,Y,110.0,00:04:31.434000,4.0
ID2454,2015-02-12 10:53:45.600,Dan,Fridge,Y,Y,31.0,00:00:32.401000,4.0
ID2455,2015-02-12 11:08:09.600,Dan,Washing Machine,N,N,,,
ID2456,2015-02-12 11:08:09.600,Greg,Television,Y,Y,87.0,00:06:29.741000,4.0
ID2457,2015-02-12 11:26:52.800,Becky,Air Conditioner,Y,Y,99.0,00:06:55.258000,5.0
ID2458,2015-02-12 11:26:52.800,Martha,Television,Y,Y,83.0,00:03:43.263000,4.0
ID2459,2015-02-12 11:54:14.400,Diane,Fridge,Y,Y,36.0,00:06:13.339000,3.0
ID2460,2015-02-12 11:54:14.400,Dan,Fridge,Y,Y,67.0,00:06:52.200000,3.0
ID2461,2015-02-12 12:14:24.000,Stewart,Air Conditioner,Y,Y,91.0,00:03:06.332000,4.0
ID2462,2015-02-12 12:14:24.000,Dan,Air Conditioner,N,N,,,
ID2463,2015-02-12 12:24:28.800,Greg,Television,Y,Y,29.0,00:05:55.956000,3.0
ID2464,2015-02-12 12:24:28.800,Diane,Fridge,Y,Y,86.0,00:04:12.373000,1.0
ID2465,2015-02-12 12:50:24.000,Jim,Toaster,Y,Y,58.0,00:01:52.273000,5.0
ID2466,2015-02-12 12:50:24.000,Greg,Toaster,Y,Y,57.0,00:00:45.500000,1.0
ID2467,2015-02-12 13:07:40.800,Jim,Television,Y,Y,70.0,00:04:48.003000,3.0
ID2468,2015-02-12 13:07:40.800,Jim,Fridge,N,N,,,
ID2469,2015-02-12 13:24:57.600,Joe,Washing Machine,Y,Y,77.0,00:02:20.129000,4.0
ID2470,2015-02-12 13:24:57.600,Dan,Washing Machine,Y,Y,31.0,00:05:16.444000,5.0
ID2471,2015-02-12 13:29:16.800,Diane,Air Conditioner,Y,Y,43.0,00:00:55.988000,2.0
ID2472,2015-02-12 13:29:16.800,Jim,Air Conditioner,Y,Y,38.0,00:05:06.054000,4.0
ID2473,2015-02-12 15:53:16.800,Diane,Air Conditioner,N,N,,,
ID2474,2015-02-12 15:53:16.800,Diane,Washing Machine,Y,N,83.0,00:02:23.646000,5.0
ID2475,2015-02-12 17:13:55.200,Jim,Fridge,Y,Y,122.0,00:04:31.064000,5.0
ID2476,2015-02-12 17:13:55.200,Dan,Air Conditioner,Y,Y,42.0,00:06:47.919000,5.0
ID2477,2015-02-12 17:52:48.000,Becky,Television,Y,Y,61.0,00:01:11.203000,4.0
ID2478,2015-02-12 17:52:48.000,Jim,Television,Y,N,103.0,00:03:56.842000,3.0
ID2479,2015-02-12 17:52:48.000,Becky,Television,Y,Y,110.0,00:05:25.586000,4.0
ID2480,2015-02-12 17:52:48.000,Diane,Television,N,N,,,
ID2481,2015-02-13 09:14:24.000,Martha,Toaster,N,N,,,
ID2482,2015-02-13 09:14:24.000,Dan,Air Conditioner,N,N,,,
ID2483,2015-02-13 09:33:07.200,Martha,Air Conditioner,Y,Y,88.0,00:02:14.523000,2.0
ID2484,2015-02-13 09:33:07.200,Jim,Television,N,N,,,
ID2485,2015-02-13 09:36:00.000,Stewart,Air Conditioner,Y,Y,57.0,00:02:23.549000,5.0
ID2486,2015-02-13 09:36:00.000,Jim,Toaster,N,N,,,
ID2487,2015-02-13 09:41:45.600,Becky,Washing Machine,N,N,,,
ID2488,2015-02-13 09:41:45.600,Dan,Washing Machine,Y,Y,37.0,00:06:05.345000,3.0
ID2489,2015-02-13 09:54:43.200,Greg,Toaster,Y,Y,62.0,00:01:14.371000,2.0
ID2490,2015-02-13 09:54:43.200,Greg,Television,Y,Y,48.0,00:01:26.668000,4.0
ID2491,2015-02-13 10:10:33.600,Dan,Air Conditioner,Y,Y,123.0,00:03:11.714000,3.0
ID2492,2015-02-13 10:10:33.600,Greg,Washing Machine,Y,Y,83.0,00:00:49.890000,5.0
ID2493,2015-02-13 10:33:36.000,Joe,Fridge,Y,Y,23.0,00:02:50.657000,5.0
ID2494,2015-02-13 10:33:36.000,Dan,Toaster,N,N,,,
ID2495,2015-02-13 10:45:07.200,Greg,Television,Y,N,27.0,00:05:10.757000,3.0
ID2496,2015-02-13 10:45:07.200,Joe,Fridge,Y,Y,78.0,00:06:23.198000,5.0
ID2497,2015-02-13 11:03:50.400,Becky,Television,Y,Y,82.0,00:05:12.220000,3.0
ID2498,2015-02-13 11:03:50.400,Jim,Television,Y,Y,50.0,00:05:26.924000,4.0
ID2499,2015-02-13 11:32:38.400,Diane,Fridge,Y,Y,90.0,00:01:08.315000,4.0
ID2500,2015-02-13 11:32:38.400,Joe,Fridge,Y,Y,89.0,00:05:13.395000,3.0
ID2501,2015-02-13 12:12:57.600,Martha,Toaster,Y,Y,79.0,00:06:46.630000,1.0
ID2502,2015-02-13 12:12:57.600,Greg,Washing Machine,Y,Y,123.0,00:06:41.623000,2.0
ID2503,2015-02-13 12:25:55.200,Dan,Fridge,Y,Y,97.0,00:02:31.990000,1.0
ID2504,2015-02-13 12:25:55.200,Dan,Air Conditioner,Y,Y,74.0,00:05:56.654000,3.0
ID2505,2015-02-13 12:27:21.600,Jim,Fridge,Y,Y,68.0,00:03:10.145000,5.0
ID2506,2015-02-13 12:27:21.600,Joe,Television,Y,Y,100.0,00:04:26.290000,5.0
ID2507,2015-02-13 12:28:48.000,Jim,Fridge,N,N,,,
ID2508,2015-02-13 12:28:48.000,Martha,Washing Machine,Y,Y,34.0,00:04:29.309000,4.0
ID2509,2015-02-13 12:47:31.200,Dan,Air Conditioner,N,N,,,
ID2510,2015-02-13 12:47:31.200,Greg,Washing Machine,Y,Y,33.0,00:03:45.798000,1.0
ID2511,2015-02-13 12:53:16.800,Greg,Washing Machine,Y,Y,63.0,00:05:13.157000,5.0
ID2512,2015-02-13 12:53:16.800,Greg,Air Conditioner,Y,Y,54.0,00:02:57.868000,1.0
ID2513,2015-02-13 13:13:26.400,Greg,Fridge,N,N,,,
ID2514,2015-02-13 13:13:26.400,Greg,Air Conditioner,Y,Y,91.0,00:03:42.080000,2.0
ID2515,2015-02-13 13:16:19.200,Becky,Toaster,Y,Y,89.0,00:04:14.707000,4.0
ID2516,2015-02-13 13:16:19.200,Joe,Toaster,Y,Y,75.0,00:04:39.276000,5.0
ID2517,2015-02-13 13:30:43.200,Greg,Television,Y,Y,54.0,00:00:34.578000,4.0
ID2518,2015-02-13 13:30:43.200,Stewart,Toaster,Y,Y,43.0,00:03:08.031000,3.0
ID2519,2015-02-13 14:28:19.200,Stewart,Fridge,Y,Y,45.0,00:06:53.281000,4.0
ID2520,2015-02-13 14:28:19.200,Martha,Toaster,Y,Y,79.0,00:00:30.615000,5.0
ID2521,2015-02-13 14:39:50.400,Joe,Air Conditioner,Y,Y,27.0,00:03:13.976000,3.0
ID2522,2015-02-13 14:39:50.400,Diane,Toaster,Y,Y,59.0,00:05:32.807000,3.0
ID2523,2015-02-13 15:14:24.000,Stewart,Washing Machine,Y,N,70.0,00:00:52.189000,4.0
ID2524,2015-02-13 15:14:24.000,Dan,Toaster,Y,N,92.0,00:01:25.780000,5.0
ID2525,2015-02-13 15:33:07.200,Greg,Air Conditioner,Y,Y,96.0,00:04:35.071000,2.0
ID2526,2015-02-13 15:33:07.200,Becky,Television,Y,Y,79.0,00:05:09.964000,5.0
ID2527,2015-02-13 15:57:36.000,Greg,Fridge,Y,Y,115.0,00:01:04.791000,5.0
ID2528,2015-02-13 15:57:36.000,Jim,Toaster,Y,Y,71.0,00:05:45.586000,3.0
ID2529,2015-02-13 16:16:19.200,Martha,Television,N,N,,,
ID2530,2015-02-13 16:16:19.200,Stewart,Toaster,Y,N,124.0,00:05:41.106000,4.0
ID2531,2015-02-13 16:50:52.800,Diane,Toaster,N,N,,,
ID2532,2015-02-13 16:50:52.800,Joe,Washing Machine,Y,Y,35.0,00:00:31.255000,5.0
ID2533,2015-02-13 17:18:14.400,Dan,Washing Machine,Y,Y,106.0,00:03:21.901000,3.0
ID2534,2015-02-13 17:18:14.400,Dan,Washing Machine,Y,Y,32.0,00:03:33.127000,4.0
ID2535,2015-02-14 09:07:12.000,Jim,Toaster,Y,Y,119.0,00:04:18.256000,4.0
ID2536,2015-02-14 09:07:12.000,Greg,Washing Machine,Y,Y,112.0,00:04:28.514000,2.0
ID2537,2015-02-14 09:38:52.800,Stewart,Air Conditioner,Y,Y,49.0,00:04:09.745000,1.0
ID2538,2015-02-14 09:38:52.800,Stewart,Washing Machine,N,N,,,
ID2539,2015-02-14 09:46:04.800,Joe,Fridge,Y,Y,74.0,00:04:54.343000,3.0
ID2540,2015-02-14 09:46:04.800,Greg,Television,Y,N,117.0,00:02:45.143000,4.0
ID2541,2015-02-14 09:48:57.600,Jim,Washing Machine,N,N,,,
ID2542,2015-02-14 09:48:57.600,Diane,Fridge,Y,Y,40.0,00:06:50.682000,1.0
ID2543,2015-02-14 10:24:57.600,Martha,Washing Machine,Y,Y,87.0,00:04:53.490000,5.0
ID2544,2015-02-14 10:24:57.600,Martha,Television,Y,Y,58.0,00:01:23.899000,4.0
ID2545,2015-02-14 10:30:43.200,Becky,Air Conditioner,Y,Y,84.0,00:06:00.242000,4.0
ID2546,2015-02-14 10:30:43.200,Jim,Toaster,Y,Y,54.0,00:02:16.744000,2.0
ID2547,2015-02-14 10:52:19.200,Dan,Washing Machine,Y,Y,13.0,00:05:35.996000,5.0
ID2548,2015-02-14 10:52:19.200,Diane,Air Conditioner,N,N,,,
ID2549,2015-02-14 11:54:14.400,Jim,Air Conditioner,Y,Y,42.0,00:00:36.073000,4.0
ID2550,2015-02-14 11:54:14.400,Stewart,Toaster,Y,Y,12.0,00:02:35.605000,1.0
ID2551,2015-02-14 12:31:40.800,Diane,Fridge,Y,Y,13.0,00:04:39.972000,3.0
ID2552,2015-02-14 12:31:40.800,Greg,Washing Machine,N,N,,,
ID2553,2015-02-14 12:41:45.600,Diane,Television,Y,Y,100.0,00:03:11.394000,5.0
ID2554,2015-02-14 12:41:45.600,Joe,Toaster,Y,Y,70.0,00:01:10.158000,2.0
ID2555,2015-02-14 12:57:36.000,Stewart,Television,N,N,,,
ID2556,2015-02-14 12:57:36.000,Jim,Air Conditioner,N,N,,,
ID2557,2015-02-14 13:13:26.400,Becky,Air Conditioner,Y,Y,102.0,00:05:53.285000,4.0
ID2558,2015-02-14 13:13:26.400,Becky,Air Conditioner,Y,Y,82.0,00:03:18.804000,3.0
ID2559,2015-02-14 13:26:24.000,Joe,Television,Y,N,24.0,00:04:07.272000,5.0
ID2560,2015-02-14 13:26:24.000,Stewart,Fridge,Y,Y,10.0,00:01:38.782000,5.0
ID2561,2015-02-14 13:46:33.600,Jim,Toaster,N,N,,,
ID2562,2015-02-14 13:46:33.600,Stewart,Television,Y,Y,80.0,00:05:00.701000,1.0
ID2563,2015-02-14 13:50:52.800,Stewart,Air Conditioner,Y,Y,63.0,00:06:14.207000,4.0
ID2564,2015-02-14 13:50:52.800,Greg,Washing Machine,Y,Y,43.0,00:06:53.448000,4.0
ID2565,2015-02-14 14:21:07.200,Dan,Toaster,N,N,,,
ID2566,2015-02-14 14:21:07.200,Diane,Toaster,Y,Y,87.0,00:02:02.148000,4.0
ID2567,2015-02-14 14:24:00.000,Joe,Air Conditioner,Y,Y,125.0,00:06:04.325000,4.0
ID2568,2015-02-14 14:24:00.000,Stewart,Toaster,Y,Y,56.0,00:03:51.704000,1.0
ID2569,2015-02-14 14:49:55.200,Greg,Toaster,Y,Y,88.0,00:03:46.468000,3.0
ID2570,2015-02-14 14:49:55.200,Jim,Toaster,Y,Y,45.0,00:01:16.775000,4.0
ID2571,2015-02-14 14:51:21.600,Dan,Air Conditioner,Y,Y,24.0,00:02:00.861000,4.0
ID2572,2015-02-14 14:51:21.600,Jim,Washing Machine,Y,Y,23.0,00:04:12.031000,5.0
ID2573,2015-02-14 15:34:33.600,Becky,Toaster,Y,Y,66.0,00:06:47.049000,5.0
ID2574,2015-02-14 15:34:33.600,Martha,Fridge,N,N,,,
ID2575,2015-02-14 16:27:50.400,Joe,Television,Y,Y,67.0,00:01:34.795000,4.0
ID2576,2015-02-14 16:27:50.400,Becky,Air Conditioner,Y,Y,39.0,00:05:13.818000,1.0
ID2577,2015-02-14 16:37:55.200,Becky,Television,Y,Y,70.0,00:00:39.205000,1.0
ID2578,2015-02-14 16:37:55.200,Jim,Fridge,Y,Y,40.0,00:06:39.266000,5.0
ID2579,2015-02-14 16:37:55.200,Stewart,Washing Machine,N,N,,,
ID2580,2015-02-14 16:37:55.200,Martha,Fridge,Y,Y,28.0,00:06:25.905000,3.0
ID2581,2015-02-14 16:50:52.800,Joe,Air Conditioner,Y,Y,107.0,00:03:39.423000,2.0
ID2582,2015-02-14 16:50:52.800,Stewart,Toaster,Y,Y,62.0,00:04:41.705000,4.0
ID2583,2015-02-14 16:53:45.600,Diane,Air Conditioner,Y,Y,80.0,00:04:19.740000,4.0
ID2584,2015-02-14 16:53:45.600,Stewart,Washing Machine,Y,Y,63.0,00:03:05.592000,3.0
ID2585,2015-02-14 17:09:36.000,Becky,Air Conditioner,Y,Y,36.0,00:05:18.086000,3.0
ID2586,2015-02-14 17:09:36.000,Dan,Washing Machine,Y,Y,64.0,00:02:04.745000,3.0
ID2587,2015-02-14 17:09:36.000,Greg,Washing Machine,Y,Y,110.0,00:05:42.651000,3.0
ID2588,2015-02-14 17:09:36.000,Jim,Fridge,Y,Y,43.0,00:06:21.595000,3.0
ID2589,2015-02-14 17:11:02.400,Jim,Air Conditioner,Y,Y,76.0,00:04:44.256000,5.0
ID2590,2015-02-14 17:11:02.400,Joe,Air Conditioner,Y,Y,45.0,00:02:29.413000,2.0
ID2591,2015-02-14 17:36:57.600,Martha,Television,Y,N,109.0,00:01:11.912000,3.0
ID2592,2015-02-14 17:36:57.600,Joe,Television,Y,Y,68.0,00:06:53.579000,4.0
ID2593,2015-02-14 17:42:43.200,Greg,Washing Machine,Y,N,99.0,00:06:54.348000,1.0
ID2594,2015-02-14 17:42:43.200,Dan,Washing Machine,Y,Y,27.0,00:04:04.943000,4.0
ID2595,2015-02-15 09:00:00.000,Greg,Television,Y,Y,14.0,00:00:57.604000,3.0
ID2596,2015-02-15 09:00:00.000,Greg,Fridge,Y,Y,81.0,00:04:21.364000,3.0
ID2597,2015-02-15 09:33:07.200,Dan,Fridge,Y,Y,24.0,00:03:07.161000,3.0
ID2598,2015-02-15 09:33:07.200,Dan,Washing Machine,Y,Y,13.0,00:05:48.219000,1.0
ID2599,2015-02-15 10:01:55.200,Becky,Air Conditioner,Y,Y,89.0,00:00:53.472000,1.0
ID2600,2015-02-15 10:01:55.200,Becky,Television,Y,Y,103.0,00:05:57.028000,4.0
ID2601,2015-02-15 10:01:55.200,Jim,Toaster,Y,Y,103.0,00:03:48.191000,3.0
ID2602,2015-02-15 10:01:55.200,Greg,Toaster,N,N,,,
ID2603,2015-02-15 10:20:38.400,Stewart,Washing Machine,Y,N,59.0,00:03:30.559000,3.0
ID2604,2015-02-15 10:20:38.400,Joe,Toaster,Y,Y,113.0,00:01:38.084000,3.0
ID2605,2015-02-15 11:12:28.800,Diane,Washing Machine,Y,Y,69.0,00:01:51.618000,2.0
ID2606,2015-02-15 11:12:28.800,Diane,Air Conditioner,Y,Y,69.0,00:01:50.921000,2.0
ID2607,2015-02-15 11:34:04.800,Becky,Air Conditioner,Y,N,11.0,00:05:07.456000,4.0
ID2608,2015-02-15 11:34:04.800,Dan,Washing Machine,Y,Y,75.0,00:04:11.260000,2.0
ID2609,2015-02-15 11:41:16.800,Jim,Air Conditioner,Y,N,24.0,00:02:32.349000,5.0
ID2610,2015-02-15 11:41:16.800,Becky,Fridge,Y,Y,124.0,00:06:07.935000,3.0
ID2611,2015-02-15 11:45:36.000,Greg,Fridge,Y,Y,32.0,00:02:34.374000,5.0
ID2612,2015-02-15 11:45:36.000,Stewart,Fridge,Y,Y,105.0,00:06:33.875000,5.0
ID2613,2015-02-15 11:48:28.800,Becky,Air Conditioner,N,N,,,
ID2614,2015-02-15 11:48:28.800,Jim,Toaster,Y,Y,94.0,00:01:02.715000,4.0
ID2615,2015-02-15 12:07:12.000,Joe,Washing Machine,Y,Y,107.0,00:02:15.507000,4.0
ID2616,2015-02-15 12:07:12.000,Diane,Fridge,Y,Y,79.0,00:05:32.877000,5.0
ID2617,2015-02-15 12:21:36.000,Dan,Washing Machine,N,N,,,
ID2618,2015-02-15 12:21:36.000,Becky,Fridge,Y,Y,59.0,00:02:04.542000,4.0
ID2619,2015-02-15 12:38:52.800,Dan,Air Conditioner,Y,N,117.0,00:04:53.786000,3.0
ID2620,2015-02-15 12:38:52.800,Martha,Television,Y,Y,37.0,00:01:51.264000,3.0
ID2621,2015-02-15 13:00:28.800,Dan,Fridge,Y,Y,94.0,00:05:19.937000,4.0
ID2622,2015-02-15 13:00:28.800,Becky,Air Conditioner,Y,Y,120.0,00:02:44.624000,1.0
ID2623,2015-02-15 13:26:24.000,Jim,Washing Machine,N,N,,,
ID2624,2015-02-15 13:26:24.000,Martha,Television,Y,Y,50.0,00:06:47.358000,2.0
ID2625,2015-02-15 13:39:21.600,Becky,Toaster,Y,Y,47.0,00:02:28.130000,5.0
ID2626,2015-02-15 13:39:21.600,Stewart,Television,N,N,,,
ID2627,2015-02-15 13:42:14.400,Dan,Fridge,Y,Y,118.0,00:02:53.044000,5.0
ID2628,2015-02-15 13:42:14.400,Becky,Fridge,N,N,,,
ID2629,2015-02-15 14:28:19.200,Greg,Air Conditioner,N,N,,,
ID2630,2015-02-15 14:28:19.200,Jim,Air Conditioner,Y,Y,14.0,00:01:13.340000,5.0
ID2631,2015-02-15 14:29:45.600,Dan,Air Conditioner,Y,Y,88.0,00:01:09.325000,3.0
ID2632,2015-02-15 14:29:45.600,Joe,Television,Y,Y,124.0,00:00:52.129000,4.0
ID2633,2015-02-15 14:44:09.600,Diane,Toaster,Y,Y,18.0,00:00:47.537000,5.0
ID2634,2015-02-15 14:44:09.600,Dan,Fridge,Y,Y,22.0,00:02:04.719000,3.0
ID2635,2015-02-15 14:51:21.600,Jim,Air Conditioner,N,N,,,
ID2636,2015-02-15 14:51:21.600,Becky,Television,Y,Y,94.0,00:06:18.165000,5.0
ID2637,2015-02-15 14:57:07.200,Becky,Air Conditioner,Y,N,54.0,00:03:35.592000,3.0
ID2638,2015-02-15 14:57:07.200,Greg,Washing Machine,Y,N,44.0,00:03:16.590000,5.0
ID2639,2015-02-15 15:46:04.800,Greg,Fridge,Y,Y,28.0,00:04:22.763000,3.0
ID2640,2015-02-15 15:46:04.800,Jim,Toaster,Y,Y,103.0,00:03:12.363000,3.0
ID2641,2015-02-15 15:47:31.200,Joe,Air Conditioner,Y,Y,25.0,00:00:47.277000,4.0
ID2642,2015-02-15 15:47:31.200,Becky,Television,N,N,,,
ID2643,2015-02-15 16:01:55.200,Jim,Television,Y,Y,84.0,00:04:09.658000,3.0
ID2644,2015-02-15 16:01:55.200,Dan,Television,Y,Y,36.0,00:03:56.928000,4.0
ID2645,2015-02-15 17:11:02.400,Becky,Toaster,N,N,,,
ID2646,2015-02-15 17:11:02.400,Stewart,Toaster,Y,Y,42.0,00:03:40.963000,4.0
ID2647,2015-02-15 17:18:14.400,Dan,Television,Y,Y,124.0,00:03:51.044000,3.0
ID2648,2015-02-15 17:18:14.400,Stewart,Air Conditioner,Y,Y,99.0,00:03:40.452000,5.0
ID2649,2015-02-15 17:19:40.800,Diane,Television,Y,Y,124.0,00:04:22.966000,5.0
ID2650,2015-02-15 17:19:40.800,Greg,Fridge,Y,Y,55.0,00:06:24.860000,5.0
ID2651,2015-02-15 17:45:36.000,Dan,Fridge,N,N,,,
ID2652,2015-02-15 17:45:36.000,Jim,Toaster,N,N,,,
ID2653,2015-02-16 09:07:12.000,Greg,Fridge,Y,Y,64.0,00:05:05.617000,2.0
ID2654,2015-02-16 09:07:12.000,Diane,Air Conditioner,Y,Y,82.0,00:04:54.159000,2.0
ID2655,2015-02-16 10:04:48.000,Diane,Television,Y,Y,50.0,00:03:18.851000,4.0
ID2656,2015-02-16 10:04:48.000,Stewart,Washing Machine,Y,Y,100.0,00:03:41.563000,4.0
ID2657,2015-02-16 10:23:31.200,Jim,Fridge,Y,Y,26.0,00:06:53.788000,3.0
ID2658,2015-02-16 10:23:31.200,Dan,Toaster,Y,Y,75.0,00:04:14.295000,2.0
ID2659,2015-02-16 10:30:43.200,Greg,Air Conditioner,Y,Y,26.0,00:06:28.030000,3.0
ID2660,2015-02-16 10:30:43.200,Dan,Toaster,Y,Y,21.0,00:05:07.893000,3.0
ID2661,2015-02-16 10:30:43.200,Stewart,Fridge,Y,Y,53.0,00:00:30.974000,1.0
ID2662,2015-02-16 10:30:43.200,Greg,Television,Y,Y,109.0,00:02:37.182000,3.0
ID2663,2015-02-16 11:06:43.200,Becky,Television,Y,Y,108.0,00:06:04.019000,3.0
ID2664,2015-02-16 11:06:43.200,Stewart,Washing Machine,Y,Y,58.0,00:05:16.480000,5.0
ID2665,2015-02-16 11:12:28.800,Stewart,Toaster,Y,Y,14.0,00:05:50.633000,5.0
ID2666,2015-02-16 11:12:28.800,Martha,Washing Machine,Y,Y,74.0,00:05:31.045000,4.0
ID2667,2015-02-16 11:18:14.400,Jim,Washing Machine,N,N,,,
ID2668,2015-02-16 11:18:14.400,Jim,Television,Y,Y,54.0,00:02:46.286000,5.0
ID2669,2015-02-16 11:26:52.800,Greg,Television,Y,Y,18.0,00:03:42.712000,4.0
ID2670,2015-02-16 11:26:52.800,Joe,Toaster,Y,Y,39.0,00:06:12.658000,3.0
ID2671,2015-02-16 12:10:04.800,Martha,Toaster,Y,Y,31.0,00:03:17.119000,1.0
ID2672,2015-02-16 12:10:04.800,Diane,Air Conditioner,Y,Y,118.0,00:05:00.049000,3.0
ID2673,2015-02-16 12:50:24.000,Diane,Toaster,N,N,,,
ID2674,2015-02-16 12:50:24.000,Joe,Washing Machine,Y,Y,118.0,00:05:57.635000,3.0
ID2675,2015-02-16 13:03:21.600,Jim,Toaster,Y,Y,69.0,00:03:36.929000,4.0
ID2676,2015-02-16 13:03:21.600,Greg,Toaster,Y,Y,125.0,00:06:20.844000,5.0
ID2677,2015-02-16 14:26:52.800,Dan,Television,Y,N,47.0,00:02:41.212000,3.0
ID2678,2015-02-16 14:26:52.800,Joe,Toaster,Y,Y,53.0,00:01:04.394000,1.0
ID2679,2015-02-16 14:48:28.800,Diane,Television,Y,N,55.0,00:04:37.094000,2.0
ID2680,2015-02-16 14:48:28.800,Martha,Fridge,Y,Y,91.0,00:05:30.048000,2.0
ID2681,2015-02-16 14:54:14.400,Joe,Air Conditioner,Y,Y,37.0,00:05:23.479000,3.0
ID2682,2015-02-16 14:54:14.400,Jim,Fridge,Y,Y,118.0,00:04:53.177000,4.0
ID2683,2015-02-16 15:07:12.000,Dan,Air Conditioner,Y,Y,37.0,00:05:36.354000,5.0
ID2684,2015-02-16 15:07:12.000,Becky,Fridge,Y,Y,124.0,00:04:04.275000,4.0
ID2685,2015-02-16 15:20:09.600,Greg,Air Conditioner,Y,Y,105.0,00:01:35.134000,4.0
ID2686,2015-02-16 15:20:09.600,Diane,Fridge,N,N,,,
ID2687,2015-02-16 15:34:33.600,Greg,Air Conditioner,Y,Y,36.0,00:03:27.248000,1.0
ID2688,2015-02-16 15:34:33.600,Martha,Television,Y,Y,87.0,00:06:51.739000,4.0
ID2689,2015-02-16 16:04:48.000,Becky,Air Conditioner,Y,Y,98.0,00:05:01.999000,4.0
ID2690,2015-02-16 16:04:48.000,Dan,Fridge,N,N,,,
ID2691,2015-02-16 16:14:52.800,Joe,Toaster,Y,Y,37.0,00:02:51.192000,3.0
ID2692,2015-02-16 16:14:52.800,Jim,Television,Y,Y,65.0,00:04:47.864000,1.0
ID2693,2015-02-16 16:24:57.600,Diane,Washing Machine,Y,Y,117.0,00:06:26.633000,3.0
ID2694,2015-02-16 16:24:57.600,Dan,Television,Y,Y,70.0,00:01:42.278000,4.0
ID2695,2015-02-16 16:29:16.800,Greg,Television,N,N,,,
ID2696,2015-02-16 16:29:16.800,Becky,Television,Y,Y,30.0,00:05:32.807000,3.0
ID2697,2015-02-16 16:32:09.600,Becky,Air Conditioner,N,N,,,
ID2698,2015-02-16 16:32:09.600,Jim,Air Conditioner,Y,N,53.0,00:04:39.459000,3.0
ID2699,2015-02-16 17:12:28.800,Becky,Television,Y,Y,69.0,00:05:11.451000,4.0
ID2700,2015-02-16 17:12:28.800,Stewart,Washing Machine,Y,Y,109.0,00:04:09.822000,1.0
ID2701,2015-02-16 17:28:19.200,Dan,Air Conditioner,Y,Y,17.0,00:00:42.006000,5.0
ID2702,2015-02-16 17:28:19.200,Martha,Television,Y,Y,109.0,00:04:52.489000,4.0
ID2703,2015-02-16 17:31:12.000,Greg,Washing Machine,Y,Y,50.0,00:05:45.751000,5.0
ID2704,2015-02-16 17:31:12.000,Becky,Fridge,Y,N,22.0,00:03:30.914000,3.0
ID2705,2015-02-16 17:45:36.000,Diane,Washing Machine,Y,Y,100.0,00:02:35.229000,4.0
ID2706,2015-02-16 17:45:36.000,Stewart,Television,Y,Y,101.0,00:05:15.398000,3.0
ID2707,2015-02-16 17:52:48.000,Becky,Toaster,Y,Y,15.0,00:02:48.794000,3.0
ID2708,2015-02-16 17:52:48.000,Diane,Washing Machine,Y,Y,59.0,00:04:29.402000,5.0
ID2709,2015-02-17 09:01:26.400,Stewart,Washing Machine,Y,Y,93.0,00:03:15.118000,3.0
ID2710,2015-02-17 09:01:26.400,Becky,Toaster,Y,Y,81.0,00:06:25.075000,4.0
ID2711,2015-02-17 09:17:16.800,Jim,Fridge,Y,Y,20.0,00:02:10.868000,1.0
ID2712,2015-02-17 09:17:16.800,Greg,Washing Machine,Y,Y,47.0,00:00:35.388000,3.0
ID2713,2015-02-17 09:23:02.400,Diane,Fridge,Y,N,17.0,00:03:02.470000,1.0
ID2714,2015-02-17 09:23:02.400,Stewart,Toaster,Y,N,15.0,00:01:03.729000,3.0
ID2715,2015-02-17 09:34:33.600,Diane,Air Conditioner,Y,Y,94.0,00:06:09.788000,5.0
ID2716,2015-02-17 09:34:33.600,Martha,Air Conditioner,Y,Y,10.0,00:02:14.942000,5.0
ID2717,2015-02-17 09:53:16.800,Joe,Fridge,Y,Y,96.0,00:04:11.743000,3.0
